"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,,,,,,,,,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Cert Body,Cert Status,Cert Expiry Date,Notes,Source Sheet,Year First Added,Current Status,Full Address,Products,Primary Contact Name,Last Contact Date,Contract Signed,Account Manager,Latest Quotation,Name_Key,Supplier ID
Klaas de Poel B.V - Stroobos,Stroobos,Netherlands,,,Dried Fruits,Food,LRQA Ltd - UK,Certificated,2026-12-20 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,klaas de poel bv  stroobos,SUP-02342
"Voicevale (Beijing) Trading Co., Ltd",Beijing,China,,,Dried Fruits,Agents and Brokers,Intertek Certification Limited,Certificated,2026-12-02 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,voicevale beijing trading co ltd,SUP-04459
YOUNIQUE FOODS Ltd.,Sofia,Bulgaria,,,Dried Fruits,Food,TÜV Rheinland Cert GmbH,Certificated,2026-12-02 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,younique foods ltd,SUP-04595
"Red River Foods, Inc.",Richmond,USA,,,Dried Fruits,Agents and Brokers,SGS United Kingdom Ltd,Certificated,2026-11-21 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,red river foods inc,SUP-03429
NOBILIS Első Hazai Zrt.,Mátészalka,Hungary,,,Dried Fruits,Food,DNV Business Assurance Italy S.r.l.,Certificated,2027-01-12 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,nobilis els hazai zrt,SUP-02981
NOVA FRUITS INTERNATIONAL GIDA SAN.TIC A.Ş.,İzmir,Turkey,,,Dried Fruits,Food,Merieux NutriSciences Certification,Certificated,2027-01-08 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,nova fruits international gida santic a,SUP-02996
"Qingdao Greenlink Foods Co., Ltd.",Qingdao City,China,,,Dried Fruits,Agents and Brokers,SGS United Kingdom Ltd,Certificated,2026-11-11 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,qingdao greenlink foods co ltd,SUP-03345
Orkla Confectionery & Snacks Danmark A/S,Søndersø,Denmark,,,Dried Fruits,Food,DNV Business Assurance Italy S.r.l.,Certificated,2026-12-13 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,orkla confectionery  snacks danmark as,SUP-03085
PAMIN d.o.o. Gornji Milanovac,Gornji Milanovac,Serbia,,,Dried Fruits,Agents and Brokers,TÜV NORD CERT GmbH,Certificated,2026-11-07 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,pamin doo gornji milanovac,SUP-03119
The Food Source International Inc.,Exton,USA,,,Dried Fruits,Agents and Brokers,AIB International Certification Services,Certificated,2026-11-16 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,the food source international inc,SUP-04153
"Albanese Confectionery Group, Inc. - Merrillville",Merrillville,USA,,,Dried Fruits,Food,AIB International Certification Services,Certificated,2026-12-02 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,albanese confectionery group inc  merrillville,SUP-00291
Reeta & Co,London,United Kingdom,,,Dried Fruits,Agents and Brokers,FoodChain ID Certification Ltd,Certificated,2026-11-09 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,reeta  co,SUP-03433
Bata Food BV - BARDAKCI TARIM GIDA IC VE DIS TIC LTD STI,İstanbul,Turkey,,,Dried Fruits,Agents and Brokers,Kiwa Agri Food,Certificated,2026-11-26 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,bata food bv  bardakci tarim gida ic ve dis tic ltd sti,SUP-00636
"Jiangsu Jingnan Food Co., Ltd.",Xuzhou City,China,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-11-09 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,jiangsu jingnan food co ltd,SUP-02151
"Shanghai Fengchu Mancang AgriculturalTechnology Co., Ltd",Shanghai,China,,,Dried Fruits,Food,Eurofins Assurance UK Ltd.,Certificated,2026-11-09 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,shanghai fengchu mancang agriculturaltechnology co ltd,SUP-03725
Colian sp. z o.o. zakład Bydgoszcz,Bydgoszcz,Poland,,,Dried Fruits,Food,Bureau Veritas Certification UK,Certificated,2026-10-30 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,colian sp z oo zakad bydgoszcz,SUP-01021
Queenswood Natural Foods,Somerset,United Kingdom,,,Dried Fruits,Food,SAI Global Certification Services Pty Ltd,Certificated,2026-11-01 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,queenswood natural foods,SUP-03379
Elit Çikolata ve Şekerleme Sanayi A.Ş.,İstanbul,Turkey,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-11-18 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,elit ikolata ve ekerleme sanayi a,SUP-01319
"E.Neophytou trading Co.Ltd ""Serano nuts""",Nicosia,Cyprus,,,Dried Fruits,Food,LRQA Ltd - UK,Certificated,2026-11-04 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,eneophytou trading coltd serano nuts,SUP-01340
Erolcorp S.A.,DURAN,Ecuador,,,Dried Fruits,Food,Control Union Certifications BV.,Certificated,2026-10-23 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,erolcorp sa,SUP-01355
"MIMOSA (JIANGSU) FOOD CO., LTD",Nanjing,China,,,Dried Fruits,Food,Acerta Certificación S.L.,Certificated,2026-10-18 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,mimosa jiangsu food co ltd,SUP-02688
"Kirirom Food Production (K.F.P) Co., Ltd.",Phnom Srouch,Cambodia,,,Dried Fruits,Food,WQS LLC. (QIMA/WQS),Certificated,2026-11-02 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,kirirom food production kfp co ltd,SUP-02336
Scandia Food Frozen SRL,"Com. Petrachioaia, Jud. Ilfov",Romania,,,Dried Fruits,Food,TÜV SÜD Management Service GmbH,Certificated,2026-11-17 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,scandia food frozen srl,SUP-03629
"SIAM FRUIT GARDEN CO., LTD",Nakhon Pathom,Thailand,,,Dried Fruits,Agents and Brokers,CSI SpA,Certificated,2026-11-06 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,siam fruit garden co ltd,SUP-03799
TABMEY GIDA DONDURULMUS URUNLER SAN.VE TIC.A.S.,SULTANHISAR AYDIN,Turkey,,,Dried Fruits,Food,RINA AGRIFOOD S.p.A.,Certificated,2026-07-09 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,tabmey gida dondurulmus urunler sanve ticas,SUP-04049
Catz International B.V.,Rotterdam,Netherlands,,,Dried Fruits,Agents and Brokers,SGS United Kingdom Ltd,Certificated,2026-11-12 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,catz international bv,SUP-00895
Icelandic Holdings (NZ) Limited,Manukau,New Zealand,,,Dried Fruits,Food,Telarc Ltd,Certificated,2026-11-29 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,icelandic holdings nz limited,SUP-01988
Maître Prunille Casseneuil SAS – site de Casseneuil,Casseneuil,France,,,Dried Fruits,Food,Eurofins Certification,Certificated,2027-01-12 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,matre prunille casseneuil sas  site de casseneuil,SUP-02622
AGROINDUSTRIA ARAGONESA S.A. (AGRINARSA),Fuentes de Ebro,Spain,,,Dried Fruits,Food,TÜV Rheinland Cert GmbH,Certificated,2026-10-17 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,agroindustria aragonesa sa agrinarsa,SUP-00211
"Chaucer Foods (Qingdao) Co., Ltd",Qingdao,China,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-11-20 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,chaucer foods qingdao co ltd,SUP-00949
VGR Food B.V.,Middelharnis,Netherlands,,,Dried Fruits,Food,LRQA Ltd - UK,Certificated,2026-10-30 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,vgr food bv,SUP-04374
Jan Import A/S - Hadsten,Hadsten,Denmark,,,Dried Fruits,Food,Kiwa Agri Food,Certificated,2026-10-27 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,jan import as  hadsten,SUP-02116
Cropwell Bishop Creamery Ltd,Nottingham,United Kingdom,,,Dried Fruits,Food,"NSF Certification, LLC",Certificated,2026-11-28 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,cropwell bishop creamery ltd,SUP-01092
Famora Foods AB,Vattholma,Sweden,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-11-02 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,famora foods ab,SUP-01418
Milhans Gıda ve Tarım Ürünleri San. Ve Tic. A.Ş.,GEBZE,Turkey,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-12-11 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,milhans gda ve tarm rnleri san ve tic a,SUP-02682
Petrow Food Industries Limited - Perivale,Greenford,United Kingdom,,,Dried Fruits,Food,Amtivo (Formerly UK Food Certification Limited),Certificated,2026-10-14 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,petrow food industries limited  perivale,SUP-03178
"Jiangsu Lele Pet Foods Co., Ltd.",Suqian City,China,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-11-01 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,jiangsu lele pet foods co ltd,SUP-02154
Lansa Ingredients B.V.,Amsterdam,Netherlands,,,Dried Fruits,Agents and Brokers,DNV Business Assurance Italy S.r.l.,Certificated,2026-10-23 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,lansa ingredients bv,SUP-02425
HAZER BABA GIDA SANAYİ İÇ VE DIŞ TİCARET LTD. ŞTİ.,Istanbul,Turkey,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-10-04 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,hazer baba gida sanayi i ve di ticaret ltd ti,SUP-01860
Compass Food Sales Ltd,Aurora,Canada,,,Dried Fruits,Food,"NSF Certification, LLC",Certificated,2026-10-22 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,compass food sales ltd,SUP-01044
Rabelink Logistics BV & Co. KG,Wehl,Netherlands,,,Dried Fruits,Storage and Distribution,SGS United Kingdom Ltd,Certificated,2026-10-12 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,rabelink logistics bv  co kg,SUP-03386
"Le Trung Thien Co., Ltd",Ho Chi Minh City,Vietnam,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-10-07 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,le trung thien co ltd,SUP-02437
ECRİN GIDA SANAYİ TİCARET LİMİTED ŞİRKETİ,Gaziantep,Turkey,,,Dried Fruits,Food,Kiwa Agri Food,Certificated,2026-10-20 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,ecrin gida sanayi ticaret limited irketi,SUP-01292
Biscomerica Corporation,Rialto,USA,,,Dried Fruits,Food,"NSF Certification, LLC",Certificated,2027-01-17 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,biscomerica corporation,SUP-00745
SINISI SRL,ANDRIA (BT),Italy,,,Dried Fruits,Food,Certiquality,Certificated,2026-10-19 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,sinisi srl,SUP-03817
"Guangxi Grain Seed Food Co., LTD","Pingxiang City, Guangxi province",China,,,Dried Fruits,Food,Merieux NutriSciences Certification,Certificated,2026-09-22 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,guangxi grain seed food co ltd,SUP-01768
Chaucer Foods USA,Forest Grove,USA,,,Dried Fruits,Food,"NSF Certification, LLC",Certificated,2026-12-22 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,chaucer foods usa,SUP-00950
Universal Raw Ingredients dba Source86,New York,USA,,,Dried Fruits,Agents and Brokers,SGS United Kingdom Ltd,Certificated,2026-09-29 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,universal raw ingredients dba source86,SUP-04294
RICHFIELD VN COMPANY LIMITED,Tay Ninh Province,Vietnam,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-10-03 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,richfield vn company limited,SUP-03463
Zhangzhou Lizhong Food Co. Ltd.,ZHANGZHOU CITY,China,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-09-22 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,zhangzhou lizhong food co ltd,SUP-04619
DORA INT ITH. IHR. Ve ACENTA HIZM. LTD.STI.,Konak İzmir,Turkey,,,Dried Fruits,Agents and Brokers,Kiwa Agri Food,Certificated,2026-09-22 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,dora int ith ihr ve acenta hizm ltdsti,SUP-01234
"YIGUO FOODS(QINGDAO) CO., LTD.CHENGYANG BRANCH","Chengyang District, QINGDAO City",China,,,Dried Fruits,Food,Eurofins Assurance UK Ltd.,Certificated,2026-09-20 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,yiguo foodsqingdao co ltdchengyang branch,SUP-04586
"Vending Nut Company, Inc. - Fort Worth",Fort Worth,USA,,,Dried Fruits,START!,AIB International Certification Services,Certificated,2026-09-28 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,vending nut company inc  fort worth,SUP-04365
Mogyi Kft.,Csávoly,Hungary,,,Dried Fruits,Food,DNV Business Assurance Italy S.r.l.,Certificated,2026-10-12 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,mogyi kft,SUP-02722
Especiera del Sur Limitada,Lampa,Chile,,,Dried Fruits,Food,LSQA S.A.,Certificated,2026-09-19 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,especiera del sur limitada,SUP-01360
Red River Foods Europe GmbH,Hamburg,Germany,,,Dried Fruits,Agents and Brokers,TÜV NORD CERT GmbH,Certificated,2026-08-03 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,red river foods europe gmbh,SUP-03428
Taste of Nature Foods Inc.,Markham,Canada,,,Dried Fruits,Food,Merieux NutriSciences Certification,Certificated,2026-11-02 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,taste of nature foods inc,SUP-04075
Global Contract Packer Ltd,Leicester,United Kingdom,,,Dried Fruits,Food,Kiwa Agri Food,Certificated,2026-09-29 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,global contract packer ltd,SUP-01642
Taste of Nature Foods Inc.,Markham,Canada,,,Dried Fruits,Gluten-Free,Merieux NutriSciences Certification,Certificated,2026-10-24 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,taste of nature foods inc,SUP-04075
ENESCEM GIDA TARIM ITH. IHR. SAN VE TIC. LTD. STI.,IZMIR,Turkey,,,Dried Fruits,Food,Kiwa Agri Food,Certificated,2026-09-10 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,enescem gida tarim ith ihr san ve tic ltd sti,SUP-01342
"Zhejiang Jiameige Food Technology Co., Ltd",Zhejiang,China,,,Dried Fruits,Food,Bureau Veritas Certification UK,Certificated,2026-09-19 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,zhejiang jiameige food technology co ltd,SUP-04633
Scalzo Trading Co. Pty Ltd - Ravenhall,Victoria,Australia,,,Dried Fruits,Food,BSI Assurance UK Ltd,Certificated,2026-09-21 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,scalzo trading co pty ltd  ravenhall,SUP-03628
Mateks Tarim Urunleri Gida Enerji San. Ve Tic A.S.,İZMİR,Turkey,,,Dried Fruits,Food,"NSF Certification, LLC",Certificated,2026-10-07 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,mateks tarim urunleri gida enerji san ve tic as,SUP-02619
"OUZHAKE（TIANJIN）FOOD Co., Ltd.","Tianjin City, Fuyuan Economic Zone, Meichang Town, Wuqing Di",China,,,Dried Fruits,Food,Eurofins Assurance UK Ltd.,Certificated,2026-09-10 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,ouzhaketianjinfood co ltd,SUP-03094
"Qingdao Luminest Foods Co.,Ltd.",Qingdao City,China,,,Dried Fruits,Agents and Brokers,SGS United Kingdom Ltd,Certificated,2026-10-21 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,qingdao luminest foods coltd,SUP-03355
Zeina Foods Ltd,Ossett,United Kingdom,,,Dried Fruits,Food,Amtivo (Formerly UK Food Certification Limited),Certificated,2026-10-24 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,zeina foods ltd,SUP-04609
Varun Agro Processing Foods Pvt. Ltd.,Nashik,India,,,Dried Fruits,Food,DNV Business Assurance Italy S.r.l.,Certificated,2026-09-11 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,varun agro processing foods pvt ltd,SUP-04347
"Shoei Foods Qingdao Co., Ltd",Qingdao,China,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-09-23 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,shoei foods qingdao co ltd,SUP-03766
Patons Macadamia Pty Ltd,KNOXFIELD,Australia,,,Dried Fruits,Food,SAI Global Certification Services Pty Ltd,Certificated,2026-09-26 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,patons macadamia pty ltd,SUP-03146
Nutova Gıda San. Ve Tic Ltd Şti,Denizli,Turkey,,,Dried Fruits,Food,GLOBAL QUALITY Sp. z o.o.,Certificated,2026-08-31 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,nutova gda san ve tic ltd ti,SUP-03020
"Shandong Chenlang Food Co., Ltd. Lingcheng Branch",Dezhou City,China,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-09-01 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,shandong chenlang food co ltd lingcheng branch,SUP-03699
BOLÇİ ÇİKOLATA A.Ş.,MERKEZ-BOLU,Turkey,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-09-02 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,boli ikolata a,SUP-00780
"ALIMENTIAS, S.L",EL PUERTO DE SANTA MARÍA,Spain,,,Dried Fruits,Agents and Brokers,"AENOR Confía, S.A.U.",Certificated,2026-08-30 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,alimentias sl,SUP-00303
Mariani Packaging Company,Wisconsin Rapids,USA,,,Dried Fruits,Food,"Safe Food Certifications, LLC",Certificated,2026-10-26 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,mariani packaging company,SUP-02600
WBM (PVT.) LTD.,Sheikhupura,Pakistan,,,Dried Fruits,Food,DQS CFS GmbH,Certificated,2026-08-30 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,wbm pvt ltd,SUP-04479
TEMEL GIDA TOPRAK ÜRÜNLERİ SAN. VE TİC. LTD. ŞTİ.,Saruhanlı Manisa,Turkey,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-12-02 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,temel gida toprak rnleri san ve tic ltd ti,SUP-04093
"Inno Foods, Inc.",Langley,Canada,,,Dried Fruits,Gluten-Free,Bureau Veritas Certification North America,Certificated,2026-09-09 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,inno foods inc,SUP-02047
RETAIL PROCESSING AND PACKING EDIBLE NUTS FACTORY,LONG THANH DISTRICT,Vietnam,,,Dried Fruits,Food,Bureau Veritas Certification UK,Certificated,2026-11-16 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,retail processing and packing edible nuts factory,SUP-03439
Smile Natural Foods Inc.,Woodbridge,Canada,,,Dried Fruits,Food,SAI Global Certification Services Pty Ltd,Certificated,2026-09-01 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,smile natural foods inc,SUP-03841
Frederic Smart Logistics Ltd,Cambridge,United Kingdom,,,Dried Fruits,Storage and Distribution,"NSF Certification, LLC",Certificated,2026-08-28 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,frederic smart logistics ltd,SUP-01513
LA MOLINA S.R.L.,Quarrata PT,Italy,,,Dried Fruits,Food,RINA AGRIFOOD S.p.A.,Certificated,2026-09-06 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,la molina srl,SUP-02404
DUC VAN PHAT INVESMENT JOINT STOCK COMPANY,Can Tho City,Vietnam,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-08-25 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,duc van phat invesment joint stock company,SUP-01248
BOZKURT ZİRAİ ÜRÜNLER SANAYİ VE TİCARET LİMİTED ŞİRKETİ,IZMIR,Turkey,,,Dried Fruits,Food,Eurofins Assurance UK Ltd.,Certificated,2026-08-01 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,bozkurt zirai rnler sanayi ve ticaret limited irketi,SUP-00796
The Makers Food GmbH,BERLIN,Germany,,,Dried Fruits,Agents and Brokers,Intertek Certification Limited,Certificated,2026-08-25 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,the makers food gmbh,SUP-04161
LABORATORIOS SMA S.A.C.,Lima,Peru,,,Dried Fruits,Food,"NSF Certification, LLC",Certificated,2026-08-29 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,laboratorios sma sac,SUP-02406
"Beijing Zhenweifang Food Co., Ltd.",Beijing,China,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-08-12 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,beijing zhenweifang food co ltd,SUP-00670
DREAM FRUITS S.r.l.,Calenzano (FI),Italy,,,Dried Fruits,Food,SGS ICS ITALIA S.r.l.,Certificated,2026-08-29 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,dream fruits srl,SUP-01240
"M&W Distribution Services, Inc. - Atlanta",Atlanta,USA,,,Dried Fruits,Storage and Distribution,AIB International Certification Services,Certificated,2026-08-11 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,mw distribution services inc  atlanta,SUP-02808
"Yantai Lushun Foodstuff Co., Ltd",Yantai,China,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-08-30 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,yantai lushun foodstuff co ltd,SUP-04575
Yiğitler Makine Bilişim İnşaat Gida Tarim San. Ve Tic LTD ŞTİ,İncirliova - AYDIN,Turkey,,,Dried Fruits,Food,TÜV Rheinland Cert GmbH,Certificated,2026-07-17 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,yiitler makine biliim inaat gida tarim san ve tic ltd ti,SUP-04588
BMC SRL,Linguaglossa (CT),Italy,,,Dried Fruits,Food,RINA AGRIFOOD S.p.A.,Certificated,2026-08-15 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,bmc srl,SUP-00769
"Fujian Orientland Foods Co., Ltd",Zhangzhou City,China,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-09-08 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,fujian orientland foods co ltd,SUP-01567
J O Sims Ltd - Spalding,Spalding,United Kingdom,,,Dried Fruits,Food,Eurofins Assurance UK Ltd.,Certificated,2026-10-07 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,j o sims ltd  spalding,SUP-02101
"GLOBAL AGRICULTURAL FOOD CO., LTD",Dong Nai Province,Vietnam,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-08-05 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,global agricultural food co ltd,SUP-01638
"Linyi Chengfa Wonderful FD Technologies Co., Ltd.",Linyi City,China,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-09-13 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,linyi chengfa wonderful fd technologies co ltd,SUP-02472
Chelmer Foods Ltd,Braintree,United Kingdom,,,Dried Fruits,Agents and Brokers,Micron2 Ltd,Certificated,2026-08-19 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,chelmer foods ltd,SUP-00954
Gem Pack Foods Ltd,Dublin,Ireland,,,Dried Fruits,Food,SAI Global Certification Services Pty Ltd,Certificated,2026-10-06 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,gem pack foods ltd,SUP-01607
MOGYI KFT Baja,Baja,Hungary,,,Dried Fruits,Food,DNV Business Assurance Italy S.r.l.,Certificated,2026-10-14 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,mogyi kft baja,SUP-02723
G Penna Ltd,London,United Kingdom,,,Dried Fruits,Agents and Brokers,FoodChain ID Certification Ltd,Certificated,2026-08-12 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,g penna ltd,SUP-01576
"ZHANGZHOU BISHAN KAISHENG FOOD CO., LTD",Zhangzhou,China,,,Dried Fruits,Food,Acerta Certificación S.L.,Certificated,2026-07-23 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,zhangzhou bishan kaisheng food co ltd,SUP-04616
ROS-SWEET Sp. z o.o.,Łańcut,Poland,,,Dried Fruits,Food,SGS United Kingdom Ltd,Certificated,2026-07-16 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,rossweet sp z oo,SUP-03497
SANFORD GIDA TARIM İNŞAAT TURİZM SAN.VE TİC.A.Ş.,Torbalı,Turkey,,,Dried Fruits,Food,DQS CFS GmbH,Certificated,2026-08-04 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,sanford gida tarim inaat turizm sanve tica,SUP-03587
NOBERASCO S.p.A. site of Verdellino,Verdellino,Italy,,,Dried Fruits,Food,DNV Business Assurance Italy S.r.l.,Certificated,2026-08-11 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,noberasco spa site of verdellino,SUP-02980
"Hangzhou Senbao Food Co., Ltd.",Hangzhou,China,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-08-04 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,hangzhou senbao food co ltd,SUP-01835
Arimex UAB,Vilnius,Lithuania,,,Dried Fruits,Food,Bureau Veritas Certification UK,Certificated,2026-07-26 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,arimex uab,SUP-00473
"Zhuhai KaXin Food Development Co.,Ltd.",Zhuhai,China,,,Dried Fruits,Food,Intertek Certification Limited,Certificated,2026-08-11 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,zhuhai kaxin food development coltd,SUP-04655
