Date,Task,Company,Priority,Owner,Status,Deadline,Notes
10/1/2025,Follow up email sent to Tushar Tyagi ( Notto IT dept),,,Mohita Vadrevu,Completed,,
10/1/2025,Pamphalets for Skin'd,,,Madan,Completed,,
10/1/2025,PPT for EEC - 1st Draft,,,Madan,In progress,,
10/1/2025,Indonesia Expo supplier's data curation,,,Madan,Completed,,
10/1/2025,3rd Blog for Skin'd Website - Draft,,,Madan,Completed,,
10/1/2025,Meeting with Fahad,,,Madan,Completed,,
10/1/2025,"Updated details in Google sheet ""New potential Companies"" for Instant noodles & ""New Product Information"" about Hotel Textiles",,,Fahad,Completed,,
10/1/2025,Meeting with Madan,,,Fahad,Completed,,
10/1/2025,Whatsapp call and message done to a potential supplier of Instant noodles,,,Fahad,Completed,,
10/1/2025,Meeting with Vandana ji and Mohita,,,Fahad,Completed,,
10/1/2025,"Followed up with reminder emails to suppliers who have not yet responded to the contracts shared earlier, requesting to schedule meetings for further discussion",,,Fahad,In progress,,
10/1/2025,Prepared details of suppliers as per the hotel specs with Vandana Ji,,,Fahad,Completed,,
10/1/2025,Updated email ID of all the potential suppliers for hospital textiles & uploaded the sheet in the Google drive,,,Fahad,Completed,,
10/1/2025,Sending reminder emails to potential suppliers of Instant noodles,,,Fahad,In progress,,
10/2/2025,Email reply to B&B,,,Vandana,Completed,,
10/2/2025,Email reply to CG Group,,,Vandana,Completed,,
10/2/2025,Email reply to Oasis,,,Vandana,Completed,,
10/2/2025,Email reply to Veera,,,Vandana,Completed,,
10/2/2025,Email reply to Lisa,,,Vandana,Completed,,
10/3/2025,email reply to Karthik,,Urgent,Vandana,Completed,,
10/3/2025,Email reply to Theni Guru Krishna Textile Mills Pvt Ltd,,Urgent,Vandana,Completed,,
10/3/2025,Email reply to Lisa,,Urgent,Vandana,Completed,,
10/3/2025,Email reply to Shafia Honey,,Urgent,Vandana,Completed,,
10/3/2025,Email to Kevin for Shafia Honey,,Urgent,Vandana,Completed,,
10/3/2025,Email reply to Vetha,,Urgent,Vandana,Completed,,
10/3/2025,Email reply to CG group,,Urgent,Vandana,Completed,,
10/3/2025,Email reply to Oasis,,Urgent,Vandana,Completed,,
10/3/2025,Follow up email to Neeraj,,Urgent,Vandana,Completed,,
10/3/2025,Follow up message to Kemet,,Urgent,Vandana,Completed,,
10/3/2025,Follow-up email to Vetha for Bath and bed linen inquiry,,Urgent,Vandana,Completed,,
10/3/2025,Follow-up email to JVS for Bath and bed linen inquiry,,Urgent,Vandana,Completed,,
10/3/2025,Follow-up email to Parmeshwari for Bath and bed linen inquiry,,Urgent,Vandana,Completed,,
10/3/2025,Follow-up email to SKD for Bath and bed linen inquiry,,Urgent,Vandana,Completed,,
10/3/2025,supplier & buyer sheet update,,Urgent,Vandana,Completed,,
10/3/2025,Checklist making of Theni Guru Krishna Textile Mills Pvt Ltd,,Urgent,Vandana,Completed,,
10/3/2025,Docs checked and saved in drive for Theni Guru Krishna Textile Mills Pvt Ltd,,Urgent,Vandana,Completed,,
10/3/2025,New supplier sourcing for Hotel and hospitals,,Urgent,Vandana,Not started,,
10/3/2025,Update email tracking sheet,,Urgent,Vandana,Completed,,
10/3/2025,update task tracker,,Urgent,Vandana,Completed,,
10/3/2025,meeting with Fahad for weekly reports,,Urgent,Vandana,Completed,,
10/3/2025,call with Fahad for weekly reports,,Urgent,Vandana,Completed,,
10/3/2025,Call with Mohita for weekly report,,Urgent,Vandana,Completed,,
10/3/2025,Sent follow up emails to potential suppliers of Instant Noodles (including BRC),,,Fahad,Completed,,
10/3/2025,Whatsapp message sent to a new potential supplier of Instant noodles & shared Introductory mail with her as well,,,Fahad,Completed,,
10/3/2025,Prepared weekly report,,,Fahad,Completed,,
10/3/2025,Meeting with Shirali ma'am.,,,Madan,Completed,,
10/3/2025,Updated the new master sheet of Skin'd,,,Madan,Completed,,
10/3/2025,Follow up email to Dr. Anamika Chauhan (DTU),,,Madan,Completed,,
10/3/2025,Follow up to Christ University,,,Madan,Completed,,
10/3/2025,Follow up to Prof Prasanna,,,Madan,Completed,,
10/3/2025,New video skin'd update in Brochure and Website,,,Madan,Completed,,
10/3/2025,Converted Plastic Surgeons emails in HTML Tags,,,Madan,Completed,,
10/3/2025,Build automation Template for bulk email for Plastic Surgeons,,,Madan,Completed,,
10/4/2025,Worked on List of Indonesia Expo,,,Madan,Completed,,
10/4/2025,Meeting with Shirali ma'am and Fahad,,,Madan,Completed,,
10/4/2025,"Responded to potential suppliers for pillowcases, flat sheets and bath towels",,,Fahad,Completed,,
10/4/2025,Meeting with Shirali ma'am and Madan,,,Fahad,Completed,,
10/6/2025,Blog 3 - sent it in the group for review,,,Madan,Completed,,
10/6/2025,Plastic Surgeons list,,,Madan,Completed,,
10/6/2025,October Schedule,,,Madan,Completed,,
10/6/2025,Meeting with the team,,,Madan,Completed,,
10/6/2025,Updated skin'd master list,,,Madan,Completed,,
10/6/2025,Meeting with Team,,,,,,
10/6/2025,"supplier & buyer updates summarised and added in the sheet for Veena rice, farmica, Kemet, Shubam, Aarneea, Arshad, Ahmed Mill, Veera",,Urgent,Vandana,In progress,,
10/6/2025,Sales inbox emails replied,,Urgent,Vandana,Completed,,
10/6/2025,contract sent to Pee Empro,,Urgent,Vandana,Completed,,
10/6/2025,meeting with Ma'am/ Mohiita,,Urgent,Vandana,Completed,,
10/6/2025,email sent to Jessie,,Urgent,Vandana,Completed,,
10/6/2025,Meeting link shared with Binh Tay,,Urgent,Vandana,Completed,,
10/6/2025,Meeting with team,,Urgent,Fahad,Completed,,
10/6/2025,Mail revert sent to a potential supplier of Bath and bed linen inquiry,,Urgent,Fahad,Completed,,
10/6/2025,Updating Google sheets so that the details can be extrapolated in CRM,,,Fahad,In progress,,
10/7/2025,Meeting with Binh Tay and EEC team,,Urgent,Vandana,Completed,,
10/7/2025,Sales inbox emails repled,,Urgent,Vandana,Completed,,
10/7/2025,email task tracker update,,Urgent,Vandana,Completed,,
10/7/2025,product detail sheet for wheat,,Urgent,Vandana,Completed,,
10/7/2025,checking the supplier catalogue for wheat product,,Urgent,Vandana,Completed,,
10/7/2025,Checking offersheet for hotel inquiry with ma'am,,Urgent,Vandana,Completed,,
10/7/2025,Coordination with Vina rice for email,,Urgent,Vandana,Completed,,
10/7/2025,Contarct shared with Binh Tay,,Urgent,Vandana,Completed,,
10/7/2025,"prepared contract for Theni Gurukrishna Textile Mills P ltd, Theni.and shared",,Urgent,Vandana,Completed,,
10/7/2025,follow up with kemet farm,,Urgent,Vandana,Completed,,
10/7/2025,follow up with Veera,,Urgent,Vandana,Completed,,
10/7/2025,coordination with Binh Tay on whatsapp,,Urgent,Vandana,Completed,,
10/7/2025,Follow up email to Balraj for hotel inquiry prices,,Urgent,Vandana,Completed,,
10/7/2025,Follow-up email to Veera for hotel inquiry prices,,Urgent,Vandana,Completed,,
10/7/2025,Follow up email to CG group,,Urgent,Vandana,Completed,,
10/7/2025,Call with CG Group,,Urgent,Vandana,Completed,,
10/7/2025,Veera prices checking,,Urgent,Vandana,Completed,,
10/7/2025,supplier and buyer sheet updated,,Urgent,Vandana,In progress,,
10/7/2025,Task tracker sheet updated,,Urgent,Vandana,Completed,,
10/7/2025,Meeting with Binh Tay 10: 30 am to 11: 15 am,,,Mohita Vadrevu,Completed,,
10/7/2025,Update Supplier Onboarding email,,,Mohita Vadrevu,Completed,,
10/8/2025,Team meeting 11am to 1pm,,,Vandana,Completed,,
10/8/2025,Lidl new development for Ahmed mill saved in drive-- total 40 docs,,,Vandana,Completed,,
10/8/2025,Emai to Ahmed mill,,,Vandana,Completed,,
10/8/2025,email to CGgroup,,,Vandana,Completed,,
10/8/2025,email to SKD,,,Vandana,Completed,,
10/8/2025,Call with CG group for meeting,,,Vandana,Completed,,
10/8/2025,call with SKD,,,Vandana,Completed,,
10/8/2025,coordination with Kemet,,,Vandana,Completed,,
10/8/2025,email reply to Jessie,,,Vandana,Completed,,
10/8/2025,Email reply to to Ahmed mill,,,Vandana,Completed,,
10/8/2025,Meeting link to send Ahmed mill,,,Vandana,Completed,,
10/8/2025,contract to send Jessie,,,Vandana,Completed,,
10/8/2025,email to MDECA for wheat inquiry,,,Vandana,Completed,,
10/8/2025,supplier & buyer sheet update,,,Vandana,Completed,,
10/8/2025,follow up email to Jindal textile,,,Vandana,Completed,,
10/8/2025,follow up email to BKS fabric,,,Vandana,Completed,,
10/8/2025,Follow up email to Suree Foods,,,Vandana,Completed,,
10/8/2025,Follow up email to Premier mill,,,Vandana,Completed,,
10/8/2025,email reply to premier mill,,,Vandana,Completed,,
10/8/2025,follow up with B&B,,,Vandana,Completed,,
10/8/2025,Email tracking sheet update,,,Vandana,In progress,,
10/9/2025,Meeting with the team,,,Madan,Completed,,
10/9/2025,Meeting with Ahmed Mill,,,Madan,Completed,,
10/9/2025,Supplier intro to Buyer's sheet to CRM,,,Madan,In progress,,
10/9/2025,Team meeting,,,Madan,Completed,,
10/9/2025,Follow up to Journalists,,,Madan,Completed,,
10/9/2025,Talked to Aditya Kalimani (Cuvette),,,Madan,Completed,,
10/9/2025,Summary of the meeting,,,Madan,Completed,,
10/9/2025,Update Skin'd Master List,,,Madan,Completed,,
10/9/2025,Pool Towels Quotation,,,Mohita Vadrevu,Completed,,
10/9/2025,Introduction email - MDECA,,,Mohita Vadrevu,Not started,,
10/9/2025,Team meeting 10:00 am - 11:00 am,,,Mohita Vadrevu,Completed,,
10/9/2025,Meeting with Ahmed Mill 11: 30 am to 12:45pm,,,Mohita Vadrevu,Completed,,
10/9/2025,Team meeting 2:40 pm to 3:30 pm,,,Mohita Vadrevu,Completed,,
10/9/2025,Team Meeting 10-11am,,,Vandana,Completed,,
10/9/2025,Lidl new development sheets - 4 pages saved in drive,,,Vandana,Completed,,
10/9/2025,email reply to MDECA,,,Vandana,Completed,,
10/9/2025,Contract sent to MDECA,,,Vandana,Completed,,
10/9/2025,Meeting with Fazal Group 11.30am-12.45pm,,,Vandana,Completed,,
10/9/2025,email reply to B&B Merchandising,,,Vandana,Completed,,
10/9/2025,Email reply to Vetha,,,Vandana,Completed,,
10/9/2025,B&B Merchandising quote saved in drive,,,Vandana,Completed,,
10/9/2025,Email reply to Vetha,,,Vandana,Completed,,
10/9/2025,Email reply to Jessie,,,Vandana,Completed,,
10/9/2025,"Email to Fazal Group, hotel inquiry",,,Vandana,Completed,,
10/9/2025,Email tracking sheet update,,,Vandana,Not started,,
10/9/2025,supplier and buyer sheet update,,,Vandana,Completed,,
10/9/2025,Price list checked for Hotel made by Mohita,,,Vandana,Completed,,
10/9/2025,email to Nissin for meeting,,,Vandana,Completed,,
10/9/2025,meeting link to Nissin,,,Vandana,Completed,,
10/9/2025,wheat specification saved in drive,,,Vandana,Completed,,
10/9/2025,Lidl emails forwarded to Fazal Group,,,Vandana,Completed,,
10/9/2025,Meeting with team,,Urgent,Fahad,Completed,,
10/9/2025,Meeting with key stakeholders of Fazal group,,Urgent,Fahad,Completed,,
10/9/2025,Reverted to a mail of a potential supplier of Instant noodles,,Urgent,Fahad,Completed,,
10/9/2025,Mailed our checklist to a potential supplier of Instant noodles,,Urgent,Fahad,Completed,,
10/9/2025,Uploaded Prima Group's product brochure in our Google Drive,,Urgent,Fahad,Completed,,
10/10/2025,Supplier intro to Buyer's sheet to CRM,,Urgent,Madan,In progress,,
10/10/2025,Formatted Meetings Google Docs,,Urgent,Madan,Completed,,
10/11/2025,Add summary section of the meeting in Google Doc - CH Group,,Urgent,Madan,Completed,,
10/13/2025,Follow up sent to Journalists (Skind),,Urgent,Madan,Completed,,
10/13/2025,Blog 3 - sent it in the group for review (Thumbnail),,Urgent,Madan,Completed,,
10/13/2025,Update on the website,,Urgent,Madan,Completed,,
10/13/2025,App Desription Sheet Update,,Urgent,Madan,Completed,,
10/13/2025,Supplier intro to Buyer's sheet changes to CRM,,Urgent,Madan,Completed,,
10/13/2025,Emails HR Corporates,,Urgent,Madan,Completed,,
10/13/2025,Indonesia Expo supplier's data curation,,Urgent,Madan,In progress,,
10/13/2025,Update Skind Sheet,,Urgent,Madan,Completed,,
10/13/2025,"Talk to Bhagesh, Red FM",,Urgent,Madan,In progress,,
10/14/2025,Talked to Bhagesh about the colab interview with Skind,,Urgent,Madan,Completed,,
10/14/2025,Shared documents to bhagesh,,Urgent,Madan,Completed,,
10/14/2025,Called Sunday Friends for collaboration,,,Madan,Completed,,
10/14/2025,HashFame register for KK.create (influencer) Manager's Number,,,Madan,Completed,,
10/14/2025,Contacted my college NSS group. Shared Brochure and website,,,Madan,Completed,,
10/14/2025,Meeting with Mohita ma'am,,,Madan,Completed,,
10/14/2025,"Called Christ Univ, GoodFellows.",,,Madan,Completed,,
10/14/2025,Fetched phone numbers for Old Age Homes in Bangalore,,,Madan,Completed,,
10/14/2025,Updated Skind Marketign Sheet,,,Madan,Completed,,
10/14/2025,"Checklist making of Henan Sinonmie food, instant noodles",,,Vandana,Completed,,
10/14/2025,"whatsapps coordination with Henan Sinonmie food, instant noodles for missing information",,,Vandana,Completed,,
10/14/2025,"Email reply to Henan Sinonmie food, instant noodles - 2 times",,,Vandana,Completed,,
10/14/2025,Veera prices saved and updated in quotation sheet,,,Vandana,Completed,,
10/14/2025,whatsapps coordination with Veera for missing information,,,Vandana,Completed,,
10/14/2025,Email reply to Veera,,,Vandana,Completed,,
10/14/2025,Email reply Jessie,,,Vandana,Completed,,
10/14/2025,Email checked of EAG,,,Vandana,Completed,,
10/14/2025,Email checked of Frutas,,,Vandana,Completed,,
10/14/2025,Email tracking sheet update,,,Vandana,Not started,,
10/14/2025,supplier and buyer sheet update,,,Vandana,In progress,,
10/14/2025,Follow up email to ATK for bath and bedding item,,,Vandana,Completed,,
10/14/2025,Coordination with Shubham,,,Vandana,Completed,,
10/14/2025,Email reply to Lisa,,,Vandana,Completed,,
10/14/2025,KIDMEE docs checked and saved in drive,,,Vandana,Completed,,
10/14/2025,KIDMEE checklist,,,Vandana,Completed,,
10/14/2025,KIDMEE email reply,,,Vandana,Completed,,
10/14/2025,Podravka Inc docs checked saved in drive,,,Vandana,Completed,,
10/14/2025,Podravka Inc cheklist,,,Vandana,Completed,,
10/14/2025,Podravka Inc email reply,,,Vandana,Completed,,
10/14/2025,Checked Ahmed mill and buyer emails and updated sheet,,,Vandana,Completed,,
10/14/2025,meeting link shared with Paramont,,,Vandana,Completed,,
,-,,,N/A,Completed,,
10/14/2025,,,,,,,
10/14/2025,Summary of Indo Nissin sent to J and K,,,Mohita Vadrevu,Completed,,
10/14/2025,Research on MDECA,,,Mohita Vadrevu,Completed,,
10/14/2025,,,,Mohita Vadrevu,Completed,,
10/14/2025,Skin'd,,,Mohita Vadrevu,Completed,,
10/14/2025,Meeting with Madan for pledge drives,,,Mohita Vadrevu,Completed,,
10/14/2025,Follow up email sent to good fellows,,,Mohita Vadrevu,Completed,,
10/14/2025,Follow up email sent to Kavya,,,Mohita Vadrevu,Completed,,
10/14/2025,Follow up email sent to ABVP,,,Mohita Vadrevu,Completed,,
10/14/2025,Request updates from Grishma,,,Mohita Vadrevu,Completed,,
10/14/2025,Email sent maharshtra fire brigade,,,Mohita Vadrevu,Completed,,
10/15/2025,Kemet Meeting link to share,,,Vandana,Completed,,
10/15/2025,Lidl textile Target prices checking with supplier prices,,,Vandana,Completed,,
10/15/2025,Meeting with Ma'am - 12pm-12.30pm,,,Vandana,Completed,,
10/15/2025,Meeting with Paramont 12.30-1.45pm,,,Vandana,Completed,,
10/15/2025,Meeting with Kemet 2-230pm,,,Vandana,Completed,,
10/15/2025,Coordination with B&B,,,Vandana,Completed,,
10/15/2025,B&B Prices updated in the Bath & Bedding quotation sheet,,,Vandana,Completed,,
10/15/2025,oordination with Binh Tay,,,Vandana,Completed,,
10/15/2025,Sarah Exim docs checked and saved in drive,,,Vandana,Completed,,
10/15/2025,Sarah Exim checklist,,,Vandana,Completed,,
10/15/2025,Sarah Exim email sent,,,Vandana,Completed,,
10/15/2025,Jessie pricesheet saved in drive,,,Vandana,Completed,,
10/15/2025,Jessie prices updated in the sheet,,,Vandana,Completed,,
10/15/2025,checked Binh tay agreement and email reply,,,Vandana,Completed,,
10/15/2025,Foshan City King Davind Foods Co Ltd docs download and saved in drive,,,Vandana,Completed,,
10/15/2025,Foshan City King Davind Foods Co Ltd email reply,,,Vandana,Completed,,
10/15/2025,meeting with Ma'am,,,Vandana,Completed,,
10/15/2025,Checked prices of Ahmed mill,,,Vandana,Completed,,
10/15/2025,Email reply to CG Group,,,Vandana,Completed,,
10/15/2025,Email tracking sheet update,,,Vandana,Not started,,
10/15/2025,supplier and buyer sheet update,,,Vandana,Not started,,
10/15/2025,Bulgaria instant noodle supplier details checking,,,Vandana,Not started,,
10/15/2025,Nissin email reply,,,Vandana,Not started,,
10/15/2025,Meet with Mohita and Shirali Ma'am.,,,Madan,Completed,,
10/15/2025,Follow ups to Journalists,,,Madan,Completed,,
10/15/2025,Follow up to Bhagesh and Sunday Friends,,,Madan,Completed,,
10/15/2025,Called Old Age Homes in Bangalore,,,Madan,Completed,,
10/15/2025,Meeting with Mohita regarding Old Age responses,,,Madan,Completed,,
10/15/2025,Response to the Old Age homes those who have responded,,,Madan,Completed,,
10/15/2025,Update Skind Market Sheet,,,Madan,Completed,,
10/16/2025,coordination with Fazal group,,,Vandana,Completed,,
10/16/2025,email draft for Binh Tay,,,Vandana,Completed,,
10/16/2025,Jessie prices updated in sheet,,,Vandana,Completed,,
10/16/2025,Jessie email for commision percentage inform,,,Vandana,Completed,,
10/16/2025,Nissin emai reply,,,Vandana,Completed,,
10/16/2025,Vikram email reply,,,Vandana,Completed,,
10/16/2025,email reply Podravka Inc,,,Vandana,Completed,,
10/16/2025,email reply to Foshan City King Davind Foods Co Ltd,,,Vandana,Completed,,
10/16/2025,Email tracking sheet update,,,Vandana,Not started,,
10/16/2025,Follow up email to Reeva Foods (Estonetico Investments),,,Vandana,Completed,,
10/16/2025,supplier and buyer sheet updated,,,Vandana,Completed,,
10/16/2025,Bulgaria instant noodle follow up email sent,,,Vandana,Completed,,
10/16/2025,follow up with Sama agro,,,Vandana,Completed,,
10/16/2025,follow up with Ahmed mill,,,Vandana,Completed,,
10/16/2025,Follow up with Vina rice,,,Vandana,Completed,,
10/17/2025,Supplier & Buyer sheet updaated for weekly report,,,Vandana,Completed,,
10/17/2025,Follow up Vina rice,,,Vandana,Completed,,
10/17/2025,Follow up Kemet Farm,,,Vandana,Completed,,
10/17/2025,Follow up B&B,,,Vandana,Completed,,
10/17/2025,Contract made for Foshan City King David Foods Co Ltd and sent,,,Vandana,Completed,,
10/17/2025,Call with Mohita for weekly report,,,Vandana,Completed,,
10/17/2025,Updated ATK database for signed contract supplier sheet with ATK information,,,Vandana,Completed,,
10/17/2025,ATK signed contract saved in drive,,,Vandana,Completed,,
10/17/2025,Updated email tracking sheet,,,Vandana,Completed,,
10/17/2025,Meeting with the skind team,,,Madan,Completed,,
10/17/2025,K-Sotto email draft,,,Madan,Completed,,
10/17/2025,Contacted Old Age Homes,,,Madan,Completed,,
10/17/2025,Email Autoresponder for sales,,,Madan,Completed,,
10/18/2025,Article images,,,Madan,Completed,,
10/18/2025,Meeting with Harshal,,,Madan,Completed,,
10/18/2025,Meeting with Shirali ma'am.,,,Madan,Completed,,
10/22/2025,Sales email checking,,,Vandana,Completed,,
10/22/2025,Supplier & Buyer sheet updaated,,,Vandana,Completed,,
10/22/2025,Lidl new quotation docs save in drive,,,Vandana,Completed,,
10/22/2025,sourced new supplier for instant noodle,,,Vandana,In progress,,
10/22/2025,Vina rice docs saved in drive,,,Vandana,Completed,,
10/22/2025,Follow up email to CG Group,,,Vandana,Completed,,
10/22/2025,Follow up email to Podravka Inc,,,Vandana,Completed,,
10/22/2025,Follow up email to Binh Tay,,,Vandana,Completed,,
10/22/2025,Follow up email to Sarah Exim,,,Vandana,Completed,,
10/22/2025,Updated Binh Tay checklist,,,Vandana,Completed,,
10/22/2025,saved docs of Podravka Inc in drive,,,Vandana,Completed,,
10/22/2025,Email reply to Jessie,,,Vandana,Completed,,
10/22/2025,Email reply to Dilraj,,,Vandana,Completed,,
10/22/2025,Email reply to Podravka Inc,,,Vandana,Completed,,
10/22/2025,Email reply to Carl,,,Vandana,Completed,,
10/22/2025,Email reply to Binh Tay,,,Vandana,Completed,,
10/23/2025,Sales email checking,,,Vandana,Completed,,
10/23/2025,Supplier & Buyer sheet updaated,,,Vandana,Completed,,
10/23/2025,sourced new supplier for instant noodle,,,Vandana,In progress,,
10/23/2025,Email draft for Zoe,,,Vandana,Completed,,
10/23/2025,Email draft for Steven,,,Vandana,Completed,,
10/23/2025,Email draft for Hannes,,,Vandana,Completed,,
10/23/2025,Revised cotract sent to Carl,,,Vandana,Completed,,
10/23/2025,Team Meeting 11.30 am-1 pm,,,Vandana,Completed,,
10/23/2025,coordination with Fazal group,,,Vandana,Completed,,
10/23/2025,email reply to Zoe,,,Vandana,Completed,,
10/27/2025,Sales email checking,,,Vandana,Completed,,
10/27/2025,coordination with Fazal group,,,Vandana,Completed,,
10/27/2025,Andrew's international payment receipt and pi saved in drive,,,Vandana,Completed,,
10/27/2025,Follow up with Binh Tay,,,Vandana,Completed,,
10/27/2025,Follow up with Kemet Farm,,,Vandana,Completed,,
10/27/2025,Email reply to SKD,,,Vandana,Completed,,
10/27/2025,Email reply to Fazal group,,,Vandana,Completed,,
10/27/2025,"Em,ail reply to Arisa Nissin",,,Vandana,Completed,,
10/27/2025,Inquiry sent on link shared - Nissin,,,Vandana,Completed,,
10/27/2025,follow up email to Jessie,,,Vandana,Completed,,
10/27/2025,Follow up email to B&B,,,Vandana,Completed,,
10/27/2025,Follow up email to Veera,,,Vandana,Completed,,
10/27/2025,Follow up email to Eden,,,Vandana,Completed,,
10/27/2025,Email reply to Eden,,,Vandana,Completed,,
10/27/2025,Email sent to Carl,,,Vandana,Completed,,
10/27/2025,Fazal group hotel prices saved in drive and sheet,,,Vandana,Completed,,
10/27/2025,B&B hotel prices saved in drive and sheet with 4% commission,,,Vandana,Completed,,
10/27/2025,Marriott price list made with buyer prices,,,Vandana,Completed,,
10/27/2025,Updated Fazal group Lidl price list with new prices,,,Vandana,Completed,,
10/27/2025,checked Andrew international calculation and invoice,,,Vandana,Completed,,
10/28/2025,sales email checking,,,Vandana,Completed,,
10/28/2025,Follow up with Veera,,,Vandana,Completed,,
10/28/2025,Follow up with Frutas,,,Vandana,Completed,,
10/28/2025,Follow up with Vina rice,,,Vandana,Completed,,
10/28/2025,Follow up with Fazal group,,,Vandana,Completed,,
10/28/2025,Follow up email to SKD,,,Vandana,Completed,,
10/28/2025,Follow up email to Side Fu,,,Vandana,Completed,,
10/28/2025,Call with Shubham,,,Vandana,Completed,,
10/28/2025,Supplier & Buyer sheet updated,,,Vandana,Completed,,
10/28/2025,Updated Marriott price list,,,Vandana,Completed,,
10/28/2025,New supplier sourcing for Hotel Linen,,,Vandana,In progress,,
10/28/2025,SKD prices saved in drive and updated in the Marriott price sheet,,,Vandana,Completed,,
10/28/2025,low budget reference sample images saved in drive,,,Vandana,Completed,,
10/28/2025,Blog Post using Marblism for skin'd,,,Madan,Completed,,
10/28/2025,Marblism connect with the wordpress account,,,Madan,Completed,,
10/28/2025,Bio Green Company research and sent in the group,,,Madan,Completed,,
10/28/2025,Contact ivolunteers for volunteers,,,Madan,In progress,,
10/28/2025,Talk to Sunday Friends,,,Madan,Completed,,
10/28/2025,Follow-ups Skind,,,Madan,Completed,,
10/28/2025,Mumbai small start ups,,,Madan,Completed,,
10/28/2025,HTML tags for the email,,,Madan,Completed,,
10/28/2025,Validate Emails and get phone numbers,,,Madan,Completed,,
10/28/2025,Send bulk email,,,Madan,Completed,,
10/28/2025,Make.com email sender build,,,Madan,Completed,,
10/28/2025,Update Sheet,,,Madan,Completed,,
10/29/2025,Linkedin Posting for EEC (Article),,,Madan,Completed,,
10/29/2025,Collab with the other NGOs,,,Madan,In progress,,
10/29/2025,Email validation of small startups in Mumbai,,,Madan,Completed,,
10/29/2025,Send bulk email - Mumbai startups,,,Madan,Completed,,
10/29/2025,Retry - Sunday Friends,,,Madan,Completed,,
10/29/2025,Build Make solution for email reminders and follow ups,,,,,,
10/29/2025,Google Analytics visit on website,,,Madan,Completed,,
10/29/2025,Call Rotary Club,,,Madan,Not started,,
10/29/2025,sales email checking,,,Vandana,Completed,,
10/29/2025,email reply to New hotel linen supplier,,,Vandana,Completed,,
10/29/2025,Email reply to Premier Mill,,,Vandana,Completed,,
10/29/2025,Email reply to SKD Fine decor,,,Vandana,Completed,,
10/29/2025,coordination with Fazal group,,,Vandana,Completed,,
10/29/2025,coordination with B&B,,,Vandana,Completed,,
10/29/2025,Follow up emails for Hotel Linen,,,Vandana,Completed,,
10/29/2025,New supplier sourcing for Hotel Linen and hospitals -- sent 6 intro emails,,,Vandana,In progress,,
10/29/2025,email reply to General textile,,,Vandana,Completed,,
10/29/2025,Email reply to Indo Surgical,,,Vandana,Completed,,
10/29/2025,Indosurgical catalouge saved in drive,,,Vandana,Completed,,
10/29/2025,track vinarice sample package,,,Vandana,Completed,,
10/29/2025,updated Premier mill prices in the Marriott price list,,,Vandana,Completed,,
10/29/2025,email reply to Premier mill,,,Vandana,Completed,,
10/29/2025,email reply to Sohum linen,,,Vandana,Completed,,
10/29/2025,sohum catalogue checked and saved in drive,,,Vandana,Completed,,
10/29/2025,email to carl for meeting,,,Vandana,Completed,,
10/29/2025,Supplier and buyer sheet updated,,,Vandana,Completed,,
10/30/2025,Followed Up on Bhagesh,,,Madan,Completed,,
10/30/2025,Update Social Media counts,,,Madan,Completed,,
10/30/2025,Talk to sunday Friends,,,Madan,Completed,,
10/30/2025,Update Digital Portfolio,,,Madan,Completed,,
10/30/2025,Read email from Shirali ma'am,,,Madan,Not started,,
10/30/2025,Send the Update Digital Protfolio in the grp,,,Madan,Completed,,
10/30/2025,Store All langauges videos in skiind drive,,,Madan,Completed,,
10/30/2025,sales email checking,,,Vandana,Completed,,
10/30/2025,email reply to carl,,,Vandana,Completed,,
10/30/2025,Email reply to Max new hotel linen supplier,,,Vandana,Completed,,
10/30/2025,Follow up email to Veera for prices,,,Vandana,Completed,,
10/30/2025,Follow up email to Side fu for prices,,,Vandana,Completed,,
10/30/2025,Folllow up email to Detour for prices,,,Vandana,Completed,,
10/30/2025,Follow up email to ATK for prices,,,Vandana,Completed,,
10/30/2025,Follow up email to CG Group,,,Vandana,Completed,,
10/30/2025,Supplier and buyer sheet updated,,,Vandana,Completed,,
10/30/2025,New supplier sourcing for Hotel Linen and hospitals and instant noodles,,,Vandana,Not started,,
10/30/2025,Email reply to Grace,,,Vandana,Completed,,
10/30/2025,Email reply to Nico,,,Vandana,Completed,,
10/30/2025,meeting with Ma'am,,,Vandana,Completed,,
10/30/2025,coordination with Fazal group for CIF price,,,Vandana,Completed,,
10/30/2025,coordination with B&B for CIF price,,,Vandana,Completed,,
10/30/2025,Coordination with Thein for CIF prices,,,Vandana,In progress,,
10/30/2025,Marriott prices update,,,Vandana,Completed,,
10/30/2025,Coordianation with Veera,,,Vandana,In progress,,
10/31/2025,Talked to Rotary Club Bangalore,,,Madan,Completed,,
10/31/2025,Talk to sunday Friends,,,Madan,Completed,,
10/31/2025,Skind Sheet Update,,,Madan,Completed,,
10/31/2025,meeting with EEC team,,,Madan,Completed,,
10/31/2025,Article post on Linkedin - EEC,,,Madan,In progress,,
10/31/2025,Product Catalogue,,,Madan,Completed,,
10/31/2025,Talk to Ajeet sir - Rotary Club Blr,,,Madan,Completed,,
10/31/2025,Photos from Dan's Catalogue,,,Madan,Completed,,
10/31/2025,Wrtie email to Ajeet sir,,,Madan,Completed,,
10/31/2025,Team Meeting,,,Vandana,Completed,,
