"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Full Address,Products
S K EXPORTS,,,info@shagroindia.com / willy@shagroindia.com,https://riceexporters.co/,RICE,,,Basmati rice /NON BASMATI
S. A. Exports,,India,enquiry@saexports.in,https://www.saexports.in/,Frozen Shrimps,,,Shrimps
S. S. INTERNATIONAL,,India,,,Shrimps,,,
S. S. Sea Food Pvt Ltd,,India,ssseafood11@gmail.com,https://myssseafood.com/,Shrimps,,,"Golden yellow Croaker, Ribbon Fish, Seer fish"
S.E.P,,,info@sepgida.com,http://sepgida.com/?page_id=195,Hazelnuts,,"Cengelkoy Mah. Kaldirim Cad. No: 34/1
34680 Üskudar
İstanbul / Turkey",Hazelnuts
"S.N. Cashews, Vadakkevila",,,,,Cashew supplier for Middle Eas,,,
S.P.Apparels,,India,spindia@s-p-apparels.com,https://www.s-p-apparels.com/,Apparels,,,Children wear
"S.S. Cashew Exports, Kilikollur",,,,,Cashew supplier for Middle Eas,,,
S.S. Industries,,India,ssindustries.deo@gmail.com,https://www.ssindustriesindia.in/,Rice list,,,"Flour, Soya Chunks"
Sa Giang Import Export Corporation,,Vietnam,info@sagiang.com.vn,https://sagiang.com.vn/en/about-us/,Rice list,,,"Shrimp Chips, Rice Noodles, Bottled Water"
SA GIANG IMPORT EXPORT CORPORATION – FOOD FACTORY,,Vietnam,info@sagiang.com.vn,https://sagiang.com.vn/en/about-us/,Rice list,,,"Shrimp Chips, Rice Noodles, Bottled Water"
SA GIANG IMPORT EXPORT CORPORATION – SA GIANG 3 FACTORY,,Vietnam,info@sagiang.com.vn,https://sagiang.com.vn/en/about-us/,Rice list,,,"Shrimp Chips, Rice Noodles, Bottled Water"
Saanvi International,,India,,,Household Textiles,,"NH-71A, 12th Milestone, Gohana Road, Naultha,, Panipat, Haryana, INDIA",
Saar Foods,,,"Email
info@saarenterprises.com
ceo@saarenterprises.com",https://www.saarenterprises.com/non-basmati-rice/,RICE,,"Khasra 240, Phirni Road, Village Alipur, Delhi-110036, India",Parboiled rice
Sabir,,,"hsabir@sabirhazelnut.com.tr
hsabir.turkey@gmail.com",https://www.sabirhazelnut.com.tr/sub.asp?id=9,Hazelnuts,,"Pazarkapı Mah. Kalkanoğlu Cad. No:34
61040 Trabzon / TURKEY",Hazelnuts
"SACRAMENTO PACKING, INC. – Location #2 Walnuts",,USA,info@sacramentopacking.com,https://sacramentopacking.com/,Nuts List,,,Walnuts
"Sacramento Valley Walnut Growers, LLC",,USA,info@sacvalleynut.com,https://www.sacvalleynut.com/,Nuts List,,,Walnuts
Sadaqat Group,,Pakistan,,,,,,
Sadaqat Limited,,Pakistan,,,Signed Contract,,,"Print/Dyed Home Textile , ● White Sheets , ● Duvet Sets, , ● Filled Bedding, , ● Curtains, , ● Table Linen, , ● Cushions"
SAEL Agri Commodities Ltd,,India,CUSTOMERCARE@SAEL.CO,https://www.saelagri.com/,Rice list,,,Basmati Rice
SAFA GLOBAL IMPEX,,India,"Details not available. With the same name, a company operates in tobacco industry under the brand name Vazeer",no website,Frozen Shrimps,,,Shrimp
Safe Agri,,,info@safeagri.in,https://www.safeagri.in/rice-exporters-and-suppliers/,RICE,,"Address- 17 Crooked Lane, Kolkata 700069,India",Parboiled rice
"SAFENUT COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",,Brazil,contato@safenut.com.br,Safenut,Gulf food _ Pulses,,,"Pulses(MACADAMIA KERNELS,IN-SHELL MACADAMIA NUTS,PEANUT PASTE (SUGAR FREE),ROASTED PEANUT GRANULATED,ROASTED PEANUT HALVES,WHOLE RAW PEANUTS)"
"SAFENUT COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA.",,Brazil,,,Peanuts Jan 24,,,
SAGANA NUTS LIMITED,,Kenya,info@sagananuts.co.ke,https://sagananuts.com/,Macadamia Nut jan 25,,,
Sagar Grandhi Exports Pvt Ltd.,,India,gvrfoodpark@gvrfoodpark.com,http://www.gvrfoodpark.com/,Shrimps,,,"Vannamei ,Skewers"
Saha Pathanapibul Public Company,,,export@decentnoodles.com,http://www.sahapat.co.th/,READY TO EAT NOODLES,,,
Sahara UK Foods,,United Kingdom,info@saharaukfoods.co.uk,https://www.saharaukfoods.co.uk/about-us/,Dried Fruits & Nuts,,"23 Lochinch Drive, AB12 3RY, Aberdeen, UK",Dates raisin prunes Apricots
Sahara UK Foods Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,Dried Fruits
Sahil Plastics Pvt. Ltd.,,India,,,Household Textiles,,"184, To ""L"" Sector MIDC Waluj, Jogeshwari Adjacent, Aurangabad, Maharashtra, INDIA",
SAHYADRI FARMS,,,info@sahyadrifarms.com,https://www.sahyadrifarms.com/,FRUITS,,NASHIK,fresh fruits
Sahyadri Farms Post Harvest Care Limited - Cashew Processing Unit,,,,,Cashew 25,,,
"Sai Export Enterprises, Mangad",,,,,Cashew supplier for Middle Eas,,,
SAI FOODS & EXPORTS,,713,,"retailer,no website",Pulses,,,PULSES
Sai Gon Cashew Company Limited,,,,,Cashew 25,,,
"Sai Lekshmi Cashew Company, Punukkannur",,,,,Cashew supplier for Middle Eas,,,
"Sai Lekshmi Foods, Asramam",,,,,Cashew supplier for Middle Eas,,,
SAI MARINE EXPORTS PVT LTD UNIT II,,India,saimarine@outlook.com,,Frozen Shrimps,,,Shrimps
"Saida Trading Company, Lakshminada",,,,,Cashew supplier for Middle Eas,,,
SAIGON FOOD JOINT STOCK COMPANY – VINH LOC BRANCH,,Vietnam,info@sgfoods.com,https://www.sgfoods.com.vn/en,Rice list,,,Seafood
SAILOR EXPORTS LIMITED,,,mktg@sailorexports.com,https://www.sailorexports.com/,DRIED CHICKPEAS,,"179/3, Patthar Mundla Rd,Palda Naka, Indore,Madhya Pradesh-452020.",
SAITE S.R.L,,Bolivia,info@quinuasaite.com.bo,https://www.quinuasaite.com.bo/,Quinoa -Nov24,,,
SAKANA DEL PERÚ SA.,,Peru,schavez.sapesa@gmail.com,https://sakanaperu.com/,Shrimps,,,"eel,squid, Mahi Mahi, silverside, Prawn Tails,
 Fan Shells, Flying fish eggs"
Saladine srl,,Italy,,,Dried Fruits,Food,,
Salam Seafoods Limited - Khulna,,Bangladesh,zaman.salamseafood@gmail.com,https://www.salamseafoodbd.com/,Shrimps,,,Shrimps | White Fish | Snacks
Salt Trading Corporation Limited,,,info@stcnepal.com  business@stcnepal.com,https://www.stcnepal.com/,Import Sugar,,"P.O.Box: 483, Kathmandu, Nepal",
Salvita SAS,,,,,Gulf food _ Pulses,,,Pulses()
Sam Agritech Limited,,India,info@samagri.com,https://www.samagri.com/,Dried Fruits List,,,"fresh pomegranate arils, fresh cut coconut chunks, fresh figs, dried arils etc"
SAMA Agro,,Egypt,,,Signed Contract,,,"Grapes, Oranges, Mandarin, Grapefruit, Lemon, Onion, Carrots, F.Strawberry, Dried Tomato, Pomegranate, Garlic"
Samasta Foods,,,,https://samastafoods.com/,Sial Rice,,,trader
SAMI SPICES & HERBS PVT. LTD.,,India,info@sami-sabinsagroup.com,https://samispices.com/contact-us/,Dried Fruits List,,,SPICES
SAMT FOODS PRIVATE LIMITED,,India,,website not available,Nuts List,,,
Samyang Foods,,South Korea,"customerservice@samyangus.com, youngsik@samyangfoods.com,  cpasinys@gmail.com",https://www.samyangfoods.com,Instant Noodles,,,Instant Noodles
San Pedro Semillas,,,info@sanpedrosemillas.com.ar,no website,WHITE CORN MAIZE,,Criadero y semillero Don Pedro SA - Florentino Ameghino - Buenos Aires - Argentina,
"Sandhya Aqua Exports Private Limited ASC-C-43892 0 Whiteleg shrimp Litopenaeus vannamei Sandhya Aqua Exports Private Limited 18-06-2027 00:00 Certified ""KSEZ",,,,,ASC Shrimp,,,
Sandhya Aqua Exports Private Limited- Unit III,,India,,Repeat of row 71 & 76,Frozen Shrimps,,,Shrimp
Sandhya Aqua Exports PVT Ltd,,,no email id,,Shrimps,,,
"Sandhya Aqua Exports PVT Ltd ASC-C-00405 0 Whiteleg shrimp Litopenaeus vannamei Sandhya Aqua Exports PVT Ltd 22-06-2026 00:00 Certified ""Kurumaddali Village",,,,,ASC Shrimp,,,
"SANDHYA AQUA EXPORTS PVT LTD, UNIT-II, SANDHYA AQUA EXPORTS PVT. LTD.",,India,not available,http://sandhyaaqua.com/,Shrimps,,,"Shrimp Feed, Hatchery"
Sandhya Marines Limited,,India,"email@sandhyamarines.com, sandhyamarines@yahoo.com",https://www.sandhyamarines.com/index.php,Frozen Shrimps,,,Shrimp
"Sandhya Marines Limited ASC-C-01485 3 ""Whiteleg shrimp",,,,,ASC Shrimp,,,
"Sandhya Marines Limited Unit I ASC-C-01485-2 0 ""Whiteleg shrimp",,,,,ASC Shrimp,,,
SANEKS INC.,,Türkiye,,,Red lentils Nov24,,,
SANFORD GIDA TARIM İNŞAAT TURİZM SAN.VE TİC.A.Ş.,Torbalı,Turkey,,,Dried Fruits,Food,,
Sang Dao Seafood Import Export Co. Ltd.,,Vietnam,,website not available,Shrimps,,,
SANHOO,,China,simon@sanhootel.com,https://www.sanhootel.com/contact-us/,Hotel,,,
Sanko Tekstil ISL. SAN. VE TIC. A.S.,,Türki̇ye,,,Household Textiles,,"3, 83304 Nolu Cad 2, Organize Sanayi Subesi, Organize Sanayi, Baspinar, Gaziantep, TÜRKİYE",
"Sanmen Lito Auto Accessories Co., Ltd",,China,,,Household Textiles,,"No. 474 Ninghe Road,, Taizhou, Zhejiang CHINA",
Sante Sp. z o.o.,Sobolew,Poland,,,Dried Fruits,Food,,
SANTGO GROUP,,,support@santogroup.co.in,https://santogroup.co.in/,Pulses,,,
Santis Sarl,,Morocco,,website not available,Nuts List,,,
SANTO SANTANIELLO S.r.l.,,Italy,,https://www.santaniellonuts.com/en/,Nuts List,,,hazel nuts/ Almonds/ Pistachios/ cashew nuts
SANTOSH INTERNATIONAL,,713,,no website,Pulses,,,PULSES
SANVI INC,,,Exports@Saanviinc.in,https://saanviinc.in/,Pulses,,,
Sanyo Foods (Sapporo Ichiban),,Japan,"tsato@sanyofoods.co.jp., y.hirakawa@sanyofoods.us",https://www.sanyofoods.co.jp,Instant Noodles,,,Instant Noodles
SAPIDUM d.o.o,,Slovenia,sales@sapidum.eu,https://sapidum.eu/,Biscuits- Cookies,,,Biscuits-cookies
"SAPIDUM, d.o.o.",,,borut.beltram@sapidum.eu,,Biscuits- Cookies,,,
Sarah Exim,,,inquiry@sarahexim.net,https://sarahexim.net/,ONIONS,,"1803/1804 Sea Queen Heritage,
Sector 18 Palm Beach Road,
Sanpada, Navi Mumbai 400705",
Saran Garments,,India,info@sarangarments.com,https://sarangarments.com/,Apparels,,,Mens/Womens/ Kids wear
"Sarathy Export Fabrics (Packing,",,India,,,Household Textiles,,"Sf 497/1-3, Mattaiparaiputhur, Karur, Tamil Nadu, INDIA",
Saravana Traders,,India,,,Household Textiles,,"No.295/5, Unit - 3 - S.F.NO : 150/B Sanjay Nagar Erode Main Road, Karur, Tamil Nadu, INDIA",
Saravana Traders Unit 3,,India,,,Household Textiles,,"No 150/B, S.F. 150/B Sanjay Nagar, Erode Main Road ,Arthur Post, Karur, Tamil Nadu, INDIA",
Saray Bisküvi Gıda San. A. Ş.,,,,,Oreo biscuits,,,Oreo biscuits
Sari Murni Group,,Indonesia,"halosarimurni@sarimurni.co.id
hellosarimurni@sarimurni.co.id",https://sarimurni.co.id/en/contact/,Anuga - India,,,Snacks
Sarilar,,,info@sarilargroups.com,https://www.sarilarfindik.com/en/?page=iletisim,Hazelnuts,,"Büyükdere Mah. Atatürk Bulvari No:63
Hendek/SAKARYA - TURKEY",Hazelnuts
SARVESHWAR FOOD,,India,,,Rice,Sarveshwar Foods,,Basmati Rice
SARVESHWAR FOODS,,,info@sarveshwarrice.com,https://sarveshwarfoods.com/,RICE,,HIMACHAL pRADESH,1718STEAM BASMATI
SARVESHWAR OVERSEAS LIMITED,,India,,www.sarveshwarrice.com,Rice list,,,
SARWAR FOODS (Pvt.) Ltd.,,Pakistan,,,Rice list,,,
Sasini Avocado EPZ Ltd,,Kenya,info@sasini.co.ke,https://sasini.co.ke/macadamia-nuts/,Macadamia Nut jan 25,,,
SASINI FRUITS & NUTS EPZ KENYA LTD,,Kenya,info@sasini.co.ke,https://sasini.co.ke/,Macadamia Nut jan 25,,,
Sasini PLC.,,Kenya,Email: info@sasini.co.ke,https://sasini.co.ke/macadamia-nuts/,BRC Macadamia,"FSSC 22000 Certificate
KOSHER Certificate
British Retail Consortium Global Standard (BRC GS)",,Macadamia Nuts
"Sask Valley Processors Inc,",,Canada,info@saskvalleyprocessors.com,https://saskvalleyprocessors.com/,Pulses,,,"Lentils, Peas, Chickpeas, Beans"
Satguru Agro Impex,,,exports@satguruagroimpex.com,https://www.satguruagroimpex.com/about-us.htm,Ground Spices,,"Tiwari Building , above Lassiwala Opp. NIROS , M.I.Road, MI Road, Jaipur, Rajasthan - 302001, India",
SATHBHOG OVERSEAS,,,Satbhogoverseas100@gmail.com,https://satbhogoverseas.com/i,RICE,,,
SATYA PULSES,,713,info@satyavathiagro.com,https://www.satyavathiagro.com/,Pulses,,,PULSES
Savaliya Agri commodity exports pvt ltd,,,mail@savaliyaexports.com,https://www.savaliyaexports.com/,WHITE CORN MAIZE,,"B/SF/11, Jayraj Complex,,Odhav Road, Ahmedabad-382415, India",
SAVIGNY SF,,,info@savigny – sf . c om,,SIAL FROZEN FOOD,,,"Fruits, Vegetables & Mushrooms"
SAYSAN Dış Ticaret,,Turkey,saysan@saysan.com.tr,https://www.saysan.com.tr/,Pulses,,,"Lentils, Chickpeas, Beans, Rice, Spices & Nuts"
SBFM INDUSTRIES SDN BHD,,Malaysia,,,Instant Noodles,,,
SBT export,,,Kerul@sbtexport.com,https://sbtexport.com/,RICE,,,Basmati Rice
sc-copeland-crop-srl,,Romania,trader@copelandcrop.ro,https://copelandcrop.ro/,Sunflower Oil- Nov24,,,
SCA Investments,Spalding,United Kingdom,,,Dried Fruits,Food,,
Scalzo Food Industries Pty Ltd - Auckland site,"Auckland,",New Zealand,,,Dried Fruits,Food,,
Scalzo Trading,,Australia,scalzo@scalzofoods.com.au,https://www.scalzofoods.com.au/,Pulses,,,"Split peas, Beans, Lentils, Chickpeas,"
Scalzo Trading Co Pty Ltd,,Australia,"info@scalzofoods.com.au
scalzo@scalzofoods.com.au",https://www.scalzofoods.com.au,Aldi List - Nuts,,,"Nuts
Peanuts
Almonds
Cashews
Walnuts
Hazelnuts
Brazil Nuts
Macadamias
Pistachios
Pecans
Pine Nuts, 

seeds

Chia

, grains, pulses"
Scalzo Trading Co. Pty Ltd - Ravenhall,Victoria,Australia,,,Dried Fruits,Food,,
Scandia Food Frozen SRL,"Com. Petrachioaia, Jud. Ilfov",Romania,,,Dried Fruits,Food,,
Schermer Pecan,,Georgia,"jw@nuttreepecan.com,    putt@schermerpecan.com",www.schermerpecans.com,Pecan Nuts,,"P.O. Box 3650 Albany, Georgia 31706",Pecan Product
Schlüter & Maack GmbH,,Canada,info@schlueter-maack.de,https://www.schlueter-maack.com/pulses/,Pulses,,,"» Sugar
» Edible Nuts
» Pulses
» Mustard Seeds
» Mustard Flours"
Scottish Shellfish Marketing Group Ltd,,United Kingdom,shellfish@scottishshellfish.co.uk,https://www.scottishshellfish.co.uk/,Shrimps,,,"lobster, crab, oyesters, mussels"
SCOULAR,,,no email id,https://www.scoular.com/,WHITE CORN MAIZE,,"13660 California St, P.O. Box 542047, Omaha, NE 68154",
SDA GIDA TARIM ÜRETİM İTHALAT İHRACAT SANAYİ VE TİCARET A.Ş.,Turgutlu /Manisa,Turkey,,,Dried Fruits,Food,,
Sea Foods Private Limited,,India,info@seafoodsmail.com,no website,Frozen Shrimps,,,Shrimp
"Sea Foods Private Limited ASC-C-03962 0 ""Whiteleg shrimp",,,,,ASC Shrimp,,,
Sea Foods Private Limited-Shankarpur,,India,,website not available,Shrimps,,,
Sea Fresh Limited,,Bangladesh,sales@freshgroup-bd.com,https://seafreshltd.com/,Shrimps,,,shrimp
SEAFOOD INNOVATIONS,,Newzealand,kathleen.kerr@seafoodinnovations.co.nz,https://www.seafoodinnovations.co.nz/,Shrimps,,,"Hoki, squid, Greenshell™ mussels, rock lobster,
 orange roughy and paua"
Seagull Maritime Exports Private Limited,,India,md@seagullmepl.com,https://seagullme.com/,Frozen Shrimps,,,Shrimps
"Sealand Cashew Exports, Ezhukone",,,,,Cashew supplier for Middle Eas,,,
"Sealand Cashew, Karuvelil",,,,,Cashew supplier for Middle Eas,,,
Seamark (BD) Ltd.,,Bangladesh,info@seamarkbd.com,https://www.seamarkbd.net/seamark-bd-ltd/,Shrimps,,,"shrimp, fish,"
Seasaga Enterprises Private Limited Unit,,,sales@seasaga.com,https://www.seasaga.com/,Shrimps,,,
Seasaga Enterprises Private Limited unit 1,,India,sales@seasaga.com,https://www.seasaga.com/,Shrimps,,,"Prawn, lobster, CEPHALAPODS, SCAMPI"
SEASAGA ENTERPRISES PRIVATE LIMITED unit 2,,India,sales@seasaga.com,https://www.seasaga.com/,Shrimps,,,"Prawn, lobster, CEPHALAPODS, SCAMPI"
Seasaga Enterprises Private Limited Unit II,,India,sales@seasaga.com,https://www.seasaga.com/,Frozen Shrimps,,,Shrimps
"Seasaga Enterprises Private Limited Unit II ASC-C-03696 0 ""Whiteleg shrimp",,,,,ASC Shrimp,,,
Season Coir Works and Exports,,India,,,Household Textiles,,"Chingoli P.O., Karthikapally, Alappuzha, Kerala, INDIA",
SEASON EXPORT,,,seacoex@gmail.com,http://www.seasonexports.com/contact-us.html#,Coconut,,"168/A, Arattupuzha, Thrikkunnappuzha,Alappuzha-690515, Kerala, India.",
SEASUNSPORTS VIETNAM COMPANY LIMITED,,China,Elaine.li@seasunsports.com,http://www.seasunsports.com/,Sports Tshirts,,,
SECXON,,China,oemgarment@secxon.com,https://www.secxon.com/,Sports Tshirts,,,Performance & outdoor sports T-shirts
See Green Organics,,,info@seegreenorganics.com,https://www.seegreenorganics.com/,Sial Rice,,,"spices, herbs"
Seeds & Grains India Private Limited,,New Delhi,sandeep@seeds-grains.com,https://www.seeds-grains.com/,Gulf food _ Pulses,,,Pulses
SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş,,Turkey,info@selcukfood.com,https://selcukfood.com/tr/iletisim/,Dried Fruits List,,,Dried Apricot
SELCUK K.GIDA YATIRIM SAN.VE TIC.A.S.,Germencik / Aydın,Turkey,,,Dried Fruits,Food,,
SELECT HARVEST USA- SQF CERTIFIED,,"California, Usa",info@selectharvestusa.com,https://selectharvestusa.com/,Almonds - Ruchita,,"14827 West Harding Road
Turlock, CA 95380 USA",Almonds
"Select Harvest USA, LLC",,USA,,,Aldi List - Nuts,,,
SELPROM,,,,https://www.selprom.biz/,Juergan List,,,"Linsen, Erbsen…"
"Sengheng Noodle Co.,Ltd",,Thailand,athikom.qc@shnnoodle.com,,Instant Noodles,,,
Senocak,,,,,"Capers, Germany",,,Capers
SENOCAK HAZELNUT,,Türkiye,,,Red lentils Nov24,,,
Senocaknut,,,"E-Mail: mertsenocak@senocaknut.com
senocaknut@senocaknut.com",https://www.senocaknut.com/contact-sID28,Hazelnuts,,"Cumhuriyet Mah. M.Kemal Blv. No:72

 

Altinordu, Ordu/TURKEY",Hazelnuts
Serpis,,,,www.serpis.com,Juergan List,,,Oliven
SERRE TEKNOLOJİ TARIM HAYVANCILIK İTH. İHR. TİC. LTD. ŞTİ.,Polatlı,Turkey,,,Dried Fruits,Food,,
Servac SPA,,Chile,,,Nuts List,,,
Service and Trading Business S.A. de C.V,,Honduras,,website not available,Shrimps,,,
SERVICIOS AGROPECUARIOS S.R.L.,,Argentina,,,Peanuts Jan 24,,,
Setton Pistachio of Terra Bella Inc,,USA,,,Aldi List - Nuts,,,
"Setton Pistachio of Terra Bella, LLC",,USA,jgibbons@settonfarms.com,https://www.settonfarms.com/,Nuts List,,,pistachios
Sevan,,Turkey,info@sevan.com.tr,https://www.sevan.com.tr/en/,Pulses,,,"Chickpeas, Lentils, Beans"
Severn Peanut Company Inc.,,USA,,website not available,Nuts List,,,Peanuts
SEVIMOGLU PULSES,,Turkey,sevimoglupulses@hotmail.com,https://www.sevimoglupulses.com/en/,Pulses,,,"Chickpeas, Lentils, Beans, Rice, Peas,"
Seyran Gıda Sanayı Ve Ticaret A.S.,,Turkey,,,Dried Fruits List,,,toffy nuts
SEYRANI AGRO GIDA SANAYI DIS TIC LTD STI,,Türkiye,,,Red lentils Nov24,,,
SGP Ventures,,,Customerservice@sgpventures.world,https://sgpventures.world/,Ground Spices,,"55 & 56, Yerappanahalli Main Road, Doddenahalli, Kannuru, Bidarahalli Hobli, Bengaluru 562149",
SH SOFTEX _ Ella,,China,,,Sport Merchandise,Certifications not received,,Rally towel
"Shaanxi Baixiang Food Co., Ltd",,China,Lihong@baixiangfood.com,,Instant Noodles,,,
"Shaanxi Baixiang Food Co., Ltd.",,China,Lihong@baixiangfood.com,,BRC Instant Noodles,,,
"Shaanxi Huapu FRUIT Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,Dried Mango
"Shaanxi Richbond Imp. & Exp. Industrial Corp.,Ltd",,China,richbond@vip.163.com,,alcohol wipes,,,
Shackletons Milling Ltd - Ashbourne,,Ireland,,no website,Dried Fruits List,,,Dried Fruits
"Shafi Cashew Industries, Kilikollur",,,,,Cashew supplier for Middle Eas,,,
Shafia Food Company,,India,info@shafiaindia.com,www.shafiaindia.com,Anuga - India,,,Honey
"Shafia Honey, India",,,,,Honey,,,India
Shahi Exports Pvt Ltd. -,,India,E-mail: delhi@shahi.co.in,https://www.shahi.co.in/,Textile,,"ndustrial Plot No. 1, Sector-28
Faridabad – 121008,
Haryana",
Shahnewaz Sea Foods Pvt. Ltd.,,Bangladesh,,website not avilable,Shrimps,,,
Shalimar Fresh Limited - Kabuku Pack House,,Kenya,,,Macadamia Nut jan 25,,,
"Shamrock Ranch, LLc",,Georgia,treypippin@gmail.com,,Pecan Nuts,,"Albany, Georgia 31706",Pecan Product
"Shandong Angel Home Textile Co., Ltd.",,China,,,Household Textiles,,"313, 3rd Industry Road, Hi-tech development zone Feicheng, Taian, Shandong, CHINA",
"Shandong Angel Home Textile Co.,Ltd",,China,,,Household Textiles,,"No.313 of 3rd industry Road, Hi-tech development Zone, Feich, Taian, Shandong, CHINA",
"Shandong Baixiang Foods Co.,Ltd",,Indonesia,,,Instant Noodles,,,
Shandong Binzhou Ruiheng,,China,,,Household Textiles,,"195, Donghai 1st Road,Bincheng District, Binzhou, Shandong, CHINA",
SHANDONG CENTER PLASTIC CO LTD,,China,,,Household Textiles,,"1381, Silk Road, Zhoucun Zibo, Shandong, CHINA",
"Shandong Century Star Sports Equipment Co., Ltd., China",,,,,Sports / Stadium sports cushion,,,ALL-_SEAT-CatalogGLEAF.pdf
"Shandong Chenlang Food Co., Ltd. Lingcheng Branch",Dezhou City,China,,,Dried Fruits,Food,,
Shandong Dongwo Environmental New,,China,,,Household Textiles,,"Laicheng Industrial Area, Jinan City, Shandong, CHINA",
Shandong Dongwo Environmental New Mat,,China,,,Household Textiles,,"Laicheng Industrial Area, Laiwu District, Jinan City, Shandong, CHINA",
"Shandong Exceltex Co., Ltd.",,China,,,Household Textiles,,"8, Fanjia Village Industrial Park, Zhoucun District, Zibo, Shandong, CHINA",
"Shandong Guanghua Agricultural Product Co.,Ltd",,China,,website not available,Nuts List,,,
"Shandong Gwinsun Food Co., Ltd",Weifang City,China,,,Dried Fruits,Food,,
"Shandong Haiyan Medical Manufacture Co., Ltd.",,China,info@haiyan-medical.com,https://haiyanmedical.en.alibaba.com/,alcohol wipes,,,OEM/Own brand; basic packaging; class GMP workshop
"Shandong Huamai Carpets Co., Ltd.",,China,,,Household Textiles,,"18, Kunyu Mountain Road, Pengquan Street, Laiwu High-tech, Jinan, Shandong, CHINA",
Shandong Huamei Biological Technology Co. LTD,,China,,,Agent & Distributor list of Dri,,,Dried Mango
Shandong Huiming Kingsub Century Industr,,China,,,Household Textiles,,"Dongxiaogying Villiage, Xindian Town,Huiming Country, Binzhou, Shandong, CHINA",
"Shandong Jiago Food Technology Co., Ltd.",Jining City,China,,,Dried Fruits,Food,,
"Shandong Liangwin Foods Co.,Ltd.",,China,,website not available,Nuts List,,,
"Shandong Nutrition Guardian Food Co., Ltd.",,,,,Instant Noodles,,,
"SHANDONG NUTRITION GUARDIAN FOOD CO.,LTD.",,China,sdyyws@126.com,https://www.sdngfood.com/,Instant Noodles,,,
"Shandong Richfield Foodstuffs Co., Ltd.",Heze City,China,,,Dried Fruits,Food,,
Shandong Richfield Foodstuffs Industry Co Ltd,,China,,,"Freeze dried fruits
Freeze Vegetables
Freeze Candy",,,"Freeze dried fruits, , Freeze dried Vegetables,, Freeze dried dairy products,, Freeze dried coffee, , Freeze dried candy, , Baby Food,"
"Shandong Searsport Bio-Tech Co., Ltd.",Linyi,China,,,Dried Fruits,Food,,
"Shandong Wanrui Food Co., Ltd.",Linyi City,China,,,Dried Fruits,Food,,
"Shandong Xiankang Agriculture Technology Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,Dried Fruits
"Shandong XinYijia Carpet Co., Ltd.",,China,,,Household Textiles,,"Yanzhuang Industrial Park, Gangcheng District, Jinan, Shandong, CHINA",
"SHANDONG YISU NUTS FOOD CO.,LTD",,China,,website not available,Nuts List,,,
"Shandong Zhonghe Fruit and Vegetable Foodstuffs Co., Ltd",,China,,,Agent & Distributor list of Dri,,,Dried Fruits
"SHANDONG ZHONGHE FRUIT AND VEGETABLE FOODSTUFFS CO., LTD.",Jinan City,China,,,Dried Fruits,Food,,
Shandong Zhuoniu Food Co. Ltd,,China,china.jakie@vip.163.com,LINK,Snacks and Sweets Expo in Dubai,,,Chips
"SHANG CHIH FOOD CO., LTD.",,,,,Instant Noodles,,,
Shangdong Binzhou Ruiheng Hometextile,,China,,,Household Textiles,,"No. 195, Donghai No. 1 Road, Binzhou, Shandong, CHINA",
Shanghai Easun Group,,,sales@easun-group.com,http://www.easun-textiles.com/,Medical Uniform,,,
"Shanghai Fengchu Mancang AgriculturalTechnology Co., Ltd",Shanghai,China,,,Dried Fruits,Food,,
SHANGHAI GENERAL TEXTILE,,China,generaltextile01@jrtchn.com,https://www.cnhotellinen.com/,Hotel,,,
"Shanghai Haiyan Food Co., Ltd",,China,,,Shrimps,,,
"Shanghai Ligeier Food Co., Ltd",,China,,,Nuts List,,,
Shanghai Richfield Group,,,,,Dried fruits,,,China
"Shanghai Touch Industrial Development Co., Ltd.",,Touchpack05@Touchpack.Cn,,,Sports/ Promotional Product,,,2025-catalogue- touchpack -davidgroup.pdf
"Shanghai Xiangshiyi Hygiene Products Co., Ltd",,,,Alibaba,alcohol wipes,,,
"Shanghai Zhengxing Clothing Co.,Ltd",,China,wwp@shzxfs.com,https://zxuniform.com/,Hospital  Textiles,,,"Medical uniforms, industrial workwear, military attire"
"SHANGQING FOODS (HEZE) CO.,LTD",,China,not given,http://en.shangqingfoods.com/index.php?c=category&id=3,Agent & Distributor list of Dri,,,Dried Mango
Shankha Deep Exports Private Limited (unit II),,India,"info@shankhadeepexports.com, shankhadeepexports@yahoo.com",http://www.shankhadeepexports.com,Frozen Shrimps,,,Shrimp
"Shantou Haimao Foodstuffs Factory Co., Ltd",,China,,,Shrimps,,,
Shantou Ocean Best Seafood Corporation,,China,,,Shrimps,,,
"SHANXI MA YIFANG FOOD TECHNOLOGY CO.,LTD",,China,,Website not available,Nuts List,,,
Shaoxing City Fine Knitted,,China,,,Household Textiles,,"Xujiaqiao Village, Sunduan Town, Shaoxing, Zhejiang CHINA",
